"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"UDDCIOEK","J35151","1","NS","T0","B0","0120","ZOZOW1T-7011","ANAY8.flitered","ANAY8","UDDCIOEK"
"ZIVRJUTZ","J35152","1","NS","T0","B0","0120","ZOZOW1T-7012","ANAY8.flitered","ANAY8","ZIVRJUTZ"
"IHFAGZIT","J35153","1","NS","T0","B0","0120","ZOBX723-05","ANAY8.flitered","ANAY8","IHFAGZIT"
"HGUPYOTG","J35155","1","NS","T0","B0","0120","ZNED4XZ-4015","ANAY8.flitered","ANAY8","HGUPYOTG"
"YQEREGAG","J35156","1","NS","T0","B0","0120","ZN3TBJM-2024","ANAY8.flitered","ANAY8","YQEREGAG"
"XULOOMTI","J35163","1","NS","T0","B0","0120","ZMBVNFM-1022","ANAY8.flitered","ANAY8","XULOOMTI"
"JJRIETFO","J35164","1","NS","T0","B0","0120","ZMBVNFM-1023","ANAY8.flitered","ANAY8","JJRIETFO"
"RKRLYSWE","J35165","1","NS","T0","B0","0120","ZMBH10Z-04","ANAY8.flitered","ANAY8","RKRLYSWE"
"RWLQLZPM","J35166","1","NS","T0","B0","0120","ZMBH10Z-06","ANAY8.flitered","ANAY8","RWLQLZPM"
"ATRRPAVF","J35167","1","NS","T0","B0","0120","ZM7JY3G-10","ANAY8.flitered","ANAY8","ATRRPAVF"
"HZPVBVJK","J35169","1","NS","T0","B0","0120","ZYHHR4Z-08","ANAY8.flitered","ANAY8","HZPVBVJK"
"FRWZSTTP","J35170","1","NS","T0","B0","0120","ZYHHR4Z-2024","ANAY8.flitered","ANAY8","FRWZSTTP"
"OZFZDKYO","J35171","1","NS","T0","B0","0120","ZY9XQJP-07","ANAY8.flitered","ANAY8","OZFZDKYO"
"LNPXTZBY","J35172","1","NS","T0","B0","0120","ZY7IW45-07","ANAY8.flitered","ANAY8","LNPXTZBY"
"HVBLWDZR","J35173","1","NS","T0","B0","0120","ZY39SN0-02","ANAY8.flitered","ANAY8","HVBLWDZR"
"PEZRLKEC","J35174","1","NS","T0","B0","0120","ZY39SN0-06","ANAY8.flitered","ANAY8","PEZRLKEC"
"KQPPQCEG","J35176","1","NS","T0","B0","0120","ZX52KVK-4015","ANAY8.flitered","ANAY8","KQPPQCEG"
"DUIADKKY","J35180","1","NS","T0","B0","0120","ZWCZHHY-06","ANAY8.flitered","ANAY8","DUIADKKY"
"FQSCNSJX","J35181","1","NS","T0","B0","0120","ZVNCGHM-6044","ANAY8.flitered","ANAY8","FQSCNSJX"
"SIVSPRGH","J35182","1","NS","T0","B0","0120","ZVNCGHM-6045","ANAY8.flitered","ANAY8","SIVSPRGH"
"GSLRPNYJ","J35183","1","NS","T0","B0","0120","ZVM4N7A-6016","ANAY8.flitered","ANAY8","GSLRPNYJ"
"PRAKCSFT","J35184","1","NS","T0","B0","0120","ZVM4N7A-6035","ANAY8.flitered","ANAY8","PRAKCSFT"
"UHJROMHO","J35185","1","NS","T0","B0","0120","ZV14SIB-03","ANAY8.flitered","ANAY8","UHJROMHO"
"YAPTEVEK","J35186","1","NS","T0","B0","0120","ZV14SIB-05","ANAY8.flitered","ANAY8","YAPTEVEK"
"CNKUUAJH","J35187","1","NS","T0","B0","0120","ZUPAQVU-03","ANAY8.flitered","ANAY8","CNKUUAJH"
"HGFYPNYN","J35188","1","NS","T0","B0","0120","ZUPAQVU-06","ANAY8.flitered","ANAY8","HGFYPNYN"
"GFXDWKRV","J35189","1","NS","T0","B0","0120","ZUL3S6O-2014","ANAY8.flitered","ANAY8","GFXDWKRV"
"NKOIKOYJ","J35190","1","NS","T0","B0","0120","ZUL3S6O-2015","ANAY8.flitered","ANAY8","NKOIKOYJ"
"NWGTTMXK","J35191","1","NS","T0","B0","0120","ZUL3S6O-6024","ANAY8.flitered","ANAY8","NWGTTMXK"
"RMHALWQL","J35192","1","NS","T0","B0","0120","ZUL3S6O-6025","ANAY8.flitered","ANAY8","RMHALWQL"
"SQODTLSR","J35193","1","NS","T0","B0","0120","ZUL3S6O-6026","ANAY8.flitered","ANAY8","SQODTLSR"
"EIDIAZCA","J35194","1","NS","T0","B0","0120","ZTXY83G-03","ANAY8.flitered","ANAY8","EIDIAZCA"
"ICUHATQS","J35195","1","NS","T0","B0","0120","ZTXWLP3-03","ANAY8.flitered","ANAY8","ICUHATQS"
"HXVKSBDL","J35196","1","NS","T0","B0","0120","ZTUO1AO-02","ANAY8.flitered","ANAY8","HXVKSBDL"
"RGFREITU","J35197","1","NS","T0","B0","0120","ZTTL3YH-02","ANAY8.flitered","ANAY8","RGFREITU"
"EKRYUVAF","J35198","1","NS","T0","B0","0120","ZTMFN3O-1011","ANAY8.flitered","ANAY8","EKRYUVAF"
"UNVEYJMU","J35199","1","NS","T0","B0","0120","ZTMFN3O-1012","ANAY8.flitered","ANAY8","UNVEYJMU"
"GNLBHQXU","J35200","1","NS","T0","B0","0120","ZTMFN3O-1015","ANAY8.flitered","ANAY8","GNLBHQXU"
"NQGGRJTU","J35201","1","NS","T0","B0","0120","ZTLUDS8-1014","ANAY8.flitered","ANAY8","NQGGRJTU"
"ZQYOJRRL","J35203","1","NS","T0","B0","0120","ZTL8083-01","ANAY8.flitered","ANAY8","ZQYOJRRL"
"UCCCDCUC","J35204","1","NS","T0","B0","0120","ZTL5S2Y-03","ANAY8.flitered","ANAY8","UCCCDCUC"
"OKREFKHX","J35208","1","NS","T0","B0","0120","ZS78KHV-6014","ANAY8.flitered","ANAY8","OKREFKHX"
"LXEPOZYI","J35209","1","NS","T0","B0","0120","ZRB0F6P-6011","ANAY8.flitered","ANAY8","LXEPOZYI"
"BSIHGSJA","J35210","1","NS","T0","B0","0120","ZRB0F6P-6012","ANAY8.flitered","ANAY8","BSIHGSJA"
"QHVBXAJZ","J35211","1","NS","T0","B0","0120","ZR47VBL-02","ANAY8.flitered","ANAY8","QHVBXAJZ"
"ORHXLWFL","J35212","1","NS","T0","B0","0120","ZR3WH7V-6014","ANAY8.flitered","ANAY8","ORHXLWFL"
"QZOOREKK","J35213","1","NS","T0","B0","0120","ZQMVU4Q-01","ANAY8.flitered","ANAY8","QZOOREKK"
"HTAEIKXM","J35214","1","NS","T0","B0","0120","ZQMVU4Q-03","ANAY8.flitered","ANAY8","HTAEIKXM"
"CMFBKBZW","J35215","1","NS","T0","B0","0120","ZQFL1P3-6015","ANAY8.flitered","ANAY8","CMFBKBZW"
"NTBCMBUT","J35216","1","NS","T0","B0","0120","ZQFL1P3-6016","ANAY8.flitered","ANAY8","NTBCMBUT"
"JOHTPAAO","J35217","1","NS","T0","B0","0120","ZPXU188-01","ANAY8.flitered","ANAY8","JOHTPAAO"
"AIUEDQNH","J35218","1","NS","T0","B0","0120","ZLTUJTN-2025","ANAY8.flitered","ANAY8","AIUEDQNH"
"WSEXWTUW","J35219","1","NS","T0","B0","0120","ZLPZS0H-2012","ANAY8.flitered","ANAY8","WSEXWTUW"
"DPGOHZTC","J35220","1","NS","T0","B0","0120","ZLPZS0H-2013","ANAY8.flitered","ANAY8","DPGOHZTC"
"FOGRKZLM","J35221","1","NS","T0","B0","0120","ZLPZS0H-2014","ANAY8.flitered","ANAY8","FOGRKZLM"
"UYSOBUFI","J35222","1","NS","T0","B0","0120","ZKVR426-2021","ANAY8.flitered","ANAY8","UYSOBUFI"
"WNJEWZIA","J35223","1","NS","T0","B0","0120","ZKVR426-2022","ANAY8.flitered","ANAY8","WNJEWZIA"
"WDXVUHIV","J35224","1","NS","T0","B0","0120","ZKFV71L-2011","ANAY8.flitered","ANAY8","WDXVUHIV"
"LBGXKIOM","J35225","1","NS","T0","B0","0120","ZKFV71L-2012","ANAY8.flitered","ANAY8","LBGXKIOM"
"HBEUKEJF","J35226","1","NS","T0","B0","0120","ZXHCGKV-02","ANAY8.flitered","ANAY8","HBEUKEJF"
"WLQADXCW","J35227","1","NS","T0","B0","0120","ZOZOW1T-4011","AN6P4.flitered","AN6P4","WLQADXCW"
"BYRIVJBM","J35228","1","NS","T0","B0","0120","ZOZOW1T-4012","AN6P4.flitered","AN6P4","BYRIVJBM"
"WJRZGUGO","J35234","1","NS","T0","B0","0120","ZNED4XZ-01","APHU6.flitered","APHU6","WJRZGUGO"
"NVOLKNWF","J35235","1","NS","T0","B0","0120","ZNED4XZ-03","APHU6.flitered","APHU6","NVOLKNWF"
"ZKPDVXCS","J35236","1","NS","T0","B0","0120","ZNED4XZ-2011","APHU6.flitered","APHU6","ZKPDVXCS"
"BGEOWAZO","J35237","1","NS","T0","B0","0120","ZNED4XZ-2012","ANAY8.flitered","ANAY8","BGEOWAZO"
"XEEZYAUZ","J35239","1","NS","T0","B0","0120","ZN9TKCJ-02","APHU6.flitered","APHU6","XEEZYAUZ"
"HLTUOWAA","J35240","1","NS","T0","B0","0120","ZN3TBJM-2011","APHU6.flitered","APHU6","HLTUOWAA"
"GTLDBPST","J35241","1","NS","T0","B0","0120","ZN3TBJM-2012","APHU6.flitered","APHU6","GTLDBPST"
"OHMTPUXF","J35242","1","NS","T0","B0","0120","ZN3TBJM-2013","APHU6.flitered","APHU6","OHMTPUXF"
"LOGANXUX","J35243","1","NS","T0","B0","0120","ZN3TBJM-2014","ANAY8.flitered","ANAY8","LOGANXUX"
"ZVRDYEJI","J35244","1","NS","T0","B0","0120","ZN3TBJM-2015","APHU6.flitered","APHU6","ZVRDYEJI"
"AXHXJCVL","J35245","1","NS","T0","B0","0120","ZN0JE53-02","APHU6.flitered","APHU6","AXHXJCVL"
"FKUGGGJN","J35246","1","NS","T0","B0","0120","ZN0JE53-2011","APHU6.flitered","APHU6","FKUGGGJN"
"ZGIGAIAT","J35247","1","NS","T0","B0","0120","ZN0JE53-2012","APHU6.flitered","APHU6","ZGIGAIAT"
"ABPDTQJZ","J35248","1","NS","T0","B0","0120","ZN0JE53-2013","APHU6.flitered","APHU6","ABPDTQJZ"
"YGUTZFSO","J35249","1","NS","T0","B0","0120","ZN0JE53-2014","ANAY8.flitered","ANAY8","YGUTZFSO"
"LESFWBSE","J35250","1","NS","T0","B0","0120","ZN0JE53-2022","APHU6.flitered","APHU6","LESFWBSE"
"RCIKUPRE","J35251","1","NS","T0","B0","0120","ZN0JE53-2023","APHU6.flitered","APHU6","RCIKUPRE"
"DIJFAXQG","J35256","1","NS","T0","B0","0120","ZMBVNFM-03","APHU6.flitered","APHU6","DIJFAXQG"
"DULMBSLR","J35257","1","NS","T0","B0","0120","ZMBVNFM-5011","ANAY8.flitered","ANAY8","DULMBSLR"
"AVTGIDUW","J35258","1","NS","T0","B0","0120","ZMBVNFM-5012","APHU6.flitered","APHU6","AVTGIDUW"
"ZBXYIBSR","J35259","1","NS","T0","B0","0120","ZMBH10Z-03","APHU6.flitered","APHU6","ZBXYIBSR"
"MZDOGRBX","J35260","1","NS","T0","B0","0120","ZM8YXDM-02","APHU6.flitered","APHU6","MZDOGRBX"
"RSWITPLL","J35261","1","NS","T0","B0","0120","ZYU89T9-01","APHU6.flitered","APHU6","RSWITPLL"
"AGRMZJMQ","J35262","1","NS","T0","B0","0120","ZYU89T9-2013","ANAY8.flitered","ANAY8","AGRMZJMQ"
"QGFURSJJ","J35263","1","NS","T0","B0","0120","ZYU89T9-2012","APHU6.flitered","APHU6","QGFURSJJ"
"IXCWNBSX","J35264","1","NS","T0","B0","0120","ZYU89T9-2014","ANAY8.flitered","ANAY8","IXCWNBSX"
"XHQGDSKA","J35265","1","NS","T0","B0","0120","ZYU89T9-2015","APHU6.flitered","APHU6","XHQGDSKA"
"XSNJIMFW","J35266","1","NS","T0","B0","0120","ZYLJ7R7-03","ANAY8.flitered","ANAY8","XSNJIMFW"
"VAXNEWHX","J35268","1","NS","T0","B0","0120","ZYHHR4Z-1022","ANAY8.flitered","ANAY8","VAXNEWHX"
"WENWUXKQ","J35269","1","NS","T0","B0","0120","ZY9XQJP-01","APHU6.flitered","APHU6","WENWUXKQ"
"TKRIYCKI","J35270","1","NS","T0","B0","0120","ZY9XQJP-03","APHU6.flitered","APHU6","TKRIYCKI"
"JDUQBNYG","J35271","1","NS","T0","B0","0120","ZY7IW45-2011","APHU6.flitered","APHU6","JDUQBNYG"
"LGEDQIHF","J35272","1","NS","T0","B0","0120","ZY7IW45-2012","APHU6.flitered","APHU6","LGEDQIHF"
"BETNQAVY","J35273","1","NS","T0","B0","0120","ZY7IW45-2013","APHU6.flitered","APHU6","BETNQAVY"
"HLMXCSRN","J35274","1","NS","T0","B0","0120","ZY39SN0-3011","ANAY8.flitered","ANAY8","HLMXCSRN"
"SZBCRKUS","J35275","1","NS","T0","B0","0120","ZY39SN0-3012","APHU6.flitered","APHU6","SZBCRKUS"
"DWMFOPOM","J35282","1","NS","T0","B0","0120","ZXHCGKV-01","APHU6.flitered","APHU6","DWMFOPOM"
"OZNPXRLR","J35284","1","NS","T0","B0","0120","ZWCZHHY-02","ANAY8.flitered","ANAY8","OZNPXRLR"
"UKRVDYYL","J35285","1","NS","T0","B0","0120","ZWCZHHY-03","APHU6.flitered","APHU6","UKRVDYYL"
"TXOCHGQC","J35286","1","NS","T0","B0","0120","ZW61YGW-01","APHU6.flitered","APHU6","TXOCHGQC"
"UIAAFGOX","J35287","1","NS","T0","B0","0120","ZVTCAK9-01","APHU6.flitered","APHU6","UIAAFGOX"
"NQOIBXUL","J35288","1","NS","T0","B0","0120","ZVGW5FI-01","APHU6.flitered","APHU6","NQOIBXUL"
"LDSJLNHD","J35289","1","NS","T0","B0","0120","ZLTUJTN-2011","ANAY8.flitered","ANAY8","LDSJLNHD"
"GEGTQNJP","J35290","1","NS","T0","B0","0120","ZLTUJTN-2012","ANAY8.flitered","ANAY8","GEGTQNJP"
"ZTKZMYZG","J35291","1","NS","T0","B0","0120","ZLTUJTN-2013","ANAY8.flitered","ANAY8","ZTKZMYZG"
"SQUDOVOH","J35292","1","NS","T0","B0","0120","ZLTUJTN-2014","ANAY8.flitered","ANAY8","SQUDOVOH"
"EKXANYKE","J35293","1","NS","T0","B0","0120","ZL63I8R-2012","ANAY8.flitered","ANAY8","EKXANYKE"
"CVMIEYJV","J35294","1","NS","T0","B0","0120","ZL63I8R-2013","ANAY8.flitered","ANAY8","CVMIEYJV"
"QMGUGPWS","J35295","1","NS","T0","B0","0120","ZL63I8R-2014","ANAY8.flitered","ANAY8","QMGUGPWS"
"TIETBIDM","J35296","1","NS","T0","B0","0120","ZL63I8R-2015","ANAY8.flitered","ANAY8","TIETBIDM"
"ISPXWNYF","J35297","1","NS","T0","B0","0120","ZKVR426-2011","ANAY8.flitered","ANAY8","ISPXWNYF"
"OZEAPRIT","J35298","1","NS","T0","B0","0120","ZKVR426-2012","ANAY8.flitered","ANAY8","OZEAPRIT"
"BCBTEUGM","J35299","1","NS","T0","B0","0120","ZKVR426-2013","APHU6.flitered","APHU6","BCBTEUGM"
"ARYSAXMI","J35300","1","NS","T0","B0","0120","ZKVR426-2014","ANAY8.flitered","ANAY8","ARYSAXMI"
"MGUUENRF","J35303","1","NS","T0","B0","0120","ZJTKAE3-2012","ANAY8.flitered","ANAY8","MGUUENRF"
"VTLRVKJO","J35304","1","NS","T0","B0","0120","ZJTKAE3-2013","ANAY8.flitered","ANAY8","VTLRVKJO"
"DMHASAPH","J35305","1","NS","T0","B0","0120","ZJTKAE3-2014","ANAY8.flitered","ANAY8","DMHASAPH"
"DCKALEZH","J35306","1","NS","T0","B0","0120","ZJTKAE3-2015","ANAY8.flitered","ANAY8","DCKALEZH"
"BNHVHXMI","J35307","1","NS","T0","B0","0120","ZOZOW1T-6014","APHU6.flitered","APHU6","BNHVHXMI"
"JEMAWMEP","J35308","1","NS","T0","B0","0120","ZOZOW1T-64","ANAY8.flitered","ANAY8","JEMAWMEP"
"MBAYIIOB","J35309","1","NS","T0","B0","0120","ZNED4XZ-02","APHU6.flitered","APHU6","MBAYIIOB"
"VGJKCYKD","J35310","1","NS","T0","B0","0120","ZNED4XZ-04","APHU6.flitered","APHU6","VGJKCYKD"
"MOZCERBV","J35311","1","NS","T0","B0","0120","ZNED4XZ-3001","APHU6.flitered","APHU6","MOZCERBV"
"XQGQIIJL","J35312","1","NS","T0","B0","0120","ZNED4XZ-4013","APHU6.flitered","APHU6","XQGQIIJL"
"ZBIDHSCZ","J35313","1","NS","T0","B0","0120","ZNED4XZ-4011","APHU6.flitered","APHU6","ZBIDHSCZ"
"KMAIEZCG","J35314","1","NS","T0","B0","0120","ZNED4XZ-4012","APHU6.flitered","APHU6","KMAIEZCG"
"EKTSDESA","J35315","1","NS","T0","B0","0120","ZNED4XZ-4014","APHU6.flitered","APHU6","EKTSDESA"
"TFGGTPJU","J35318","1","NS","T0","B0","0120","ZN9TKCJ-01","APHU6.flitered","APHU6","TFGGTPJU"
"IVVGOQSG","J35319","1","NS","T0","B0","0120","ZN0JE53-01","APHU6.flitered","APHU6","IVVGOQSG"
"FJMDIBNO","J35320","1","NS","T0","B0","0120","ZN0JE53-03","APHU6.flitered","APHU6","FJMDIBNO"
"GUQIDING","J35321","1","NS","T0","B0","0120","ZN0JE53-04","APHU6.flitered","APHU6","GUQIDING"
"AAFVLXOC","J35323","1","NS","T0","B0","0120","ZMBVNFM-01","APHU6.flitered","APHU6","AAFVLXOC"
"GAHDLTDT","J35324","1","NS","T0","B0","0120","ZMBVNFM-02","APHU6.flitered","APHU6","GAHDLTDT"
"WIXMZBSM","J35325","1","NS","T0","B0","0120","ZMBVNFM-04","APHU6.flitered","APHU6","WIXMZBSM"
"NYFNAARY","J35326","1","NS","T0","B0","0120","ZMBVNFM-2015","APHU6.flitered","APHU6","NYFNAARY"
"EMJWGKQC","J35327","1","NS","T0","B0","0120","ZMBH10Z-01","APHU6.flitered","APHU6","EMJWGKQC"
"GDKACTTU","J35328","1","NS","T0","B0","0120","ZMBH10Z-02","APHU6.flitered","APHU6","GDKACTTU"
"EAJFIPUW","J35329","1","NS","T0","B0","0120","ZM8YXDM-01","APHU6.flitered","APHU6","EAJFIPUW"
"XUHWTVMG","J35330","1","NS","T0","B0","0120","ZM8YXDM-03","APHU6.flitered","APHU6","XUHWTVMG"
"ZRBWZCIF","J35331","1","NS","T0","B0","0120","ZM7JY3G-01","APHU6.flitered","APHU6","ZRBWZCIF"
"NNKYZIVU","J35332","1","NS","T0","B0","0120","ZM7JY3G-02","APHU6.flitered","APHU6","NNKYZIVU"
"XTFLUFJB","J35333","1","NS","T0","B0","0120","ZM7JY3G-04","APHU6.flitered","APHU6","XTFLUFJB"
"HDRQAVCR","J35334","1","NS","T0","B0","0120","ZM7JY3G-05","APHU6.flitered","APHU6","HDRQAVCR"
"UKERVIJL","J35335","1","NS","T0","B0","0120","ZLZNCLZ-2015","ANAY8.flitered","ANAY8","UKERVIJL"
"ZYJLMKNZ","J35336","1","NS","T0","B0","0120","ZYU89T9-02","APHU6.flitered","APHU6","ZYJLMKNZ"
"MTEDTFSY","J35337","1","NS","T0","B0","0120","ZYLJ7R7-4011","ANAY8.flitered","ANAY8","MTEDTFSY"
"WQJMQCML","J35338","1","NS","T0","B0","0120","ZYLJ7R7-4012","ANAY8.flitered","ANAY8","WQJMQCML"
"OWZIUCRS","J35339","1","NS","T0","B0","0120","ZYLJ7R7-4013","ANAY8.flitered","ANAY8","OWZIUCRS"
"BNENWHUF","J35340","1","NS","T0","B0","0120","ZYLJ7R7-4014","ANAY8.flitered","ANAY8","BNENWHUF"
"FQJSPVRE","J35341","1","NS","T0","B0","0120","ZY9XQJP-02","APHU6.flitered","APHU6","FQJSPVRE"
"IRHJZYIJ","J35342","1","NS","T0","B0","0120","ZY7IW45-02","APHU6.flitered","APHU6","IRHJZYIJ"
"IYGNPRAK","J35343","1","NS","T0","B0","0120","ZY39SN0-01","APHU6.flitered","APHU6","IYGNPRAK"
"RHBUEHAL","J35346","1","NS","T0","B0","0120","ZXSDNAK-01","APHU6.flitered","APHU6","RHBUEHAL"
"GDHUGBSO","J35347","1","NS","T0","B0","0120","ZX52KVK-2015","APHU6.flitered","APHU6","GDHUGBSO"
"DYRZFCNL","J35348","1","NS","T0","B0","0120","ZX52KVK-4011","APHU6.flitered","APHU6","DYRZFCNL"
"MYRHSDVI","J35349","1","NS","T0","B0","0120","ZX52KVK-4012","APHU6.flitered","APHU6","MYRHSDVI"
"XUKKBRKW","J35350","1","NS","T0","B0","0120","ZX52KVK-4013","APHU6.flitered","APHU6","XUKKBRKW"
"RQMVPEQQ","J35351","1","NS","T0","B0","0120","ZX52KVK-4014","APHU6.flitered","APHU6","RQMVPEQQ"
"HONXCCQY","J35353","1","NS","T0","B0","0120","ZWHMV5E-01","APHU6.flitered","APHU6","HONXCCQY"
"PDBXBZRZ","J35354","1","NS","T0","B0","0120","ZWCZHHY-01","APHU6.flitered","APHU6","PDBXBZRZ"
"IULBWLVF","J35355","1","NS","T0","B0","0120","ZVNCGHM-6012","APHU6.flitered","APHU6","IULBWLVF"
"ZHXLWPCF","J35356","1","NS","T0","B0","0120","ZVNCGHM-6013-AL1","APHU6.flitered","APHU6","ZHXLWPCF"
"ENPXWMRR","J35357","1","NS","T0","B0","0120","ZVNCGHM-6014","APHU6.flitered","APHU6","ENPXWMRR"
"XZNLGPAS","J35358","1","NS","T0","B0","0120","ZVGW5FI-02","APHU6.flitered","APHU6","XZNLGPAS"
"YSDBDLIE","J35359","1","NS","T0","B0","0120","ZV14SIB-01","APHU6.flitered","APHU6","YSDBDLIE"
"VIJOCOTU","J35360","1","NS","T0","B0","0120","ZLTUJTN-06","APHU6.flitered","APHU6","VIJOCOTU"
"UARJEWGN","J35361","1","NS","T0","B0","0120","ZLTUJTN-07","APHU6.flitered","APHU6","UARJEWGN"
"KNYQUXFK","J35362","1","NS","T0","B0","0120","ZLTUJTN-08","APHU6.flitered","APHU6","KNYQUXFK"
"PTNINRLU","J35363","1","NS","T0","B0","0120","ZLTUJTN-09","APHU6.flitered","APHU6","PTNINRLU"
"GDRJLMSR","J35364","1","NS","T0","B0","0120","ZLPZS0H-06","APHU6.flitered","APHU6","GDRJLMSR"
"DXWHWRZF","J35365","1","NS","T0","B0","0120","ZLPZS0H-07","APHU6.flitered","APHU6","DXWHWRZF"
"CGHBMTYY","J35366","1","NS","T0","B0","0120","ZLPZS0H-08","APHU6.flitered","APHU6","CGHBMTYY"
"SKLBCSYZ","J35371","1","NS","T0","B0","0120","ZL9BTWF-07","ANAY8.flitered","ANAY8","SKLBCSYZ"
"SJKNTDVJ","J35372","1","NS","T0","B0","0120","ZL63I8R-05","APHU6.flitered","APHU6","SJKNTDVJ"
"XLLJFGXU","J35373","1","NS","T0","B0","0120","ZL63I8R-06","APHU6.flitered","APHU6","XLLJFGXU"
"DZCIPHRA","J35374","1","NS","T0","B0","0120","ZL63I8R-07","APHU6.flitered","APHU6","DZCIPHRA"
"NHUSKBCX","J35375","1","NS","T0","B0","0120","ZKFV71L-04","APHU6.flitered","APHU6","NHUSKBCX"
"CHFREAWV","J35376","1","NS","T0","B0","0120","ZKFV71L-03","APHU6.flitered","APHU6","CHFREAWV"
"UOQHTVUU","J35377","1","NS","T0","B0","0120","ZKFV71L-05","APHU6.flitered","APHU6","UOQHTVUU"
"OWDHONJQ","J35378","1","NS","T0","B0","0120","ZK4CK8Y-03","APHU6.flitered","APHU6","OWDHONJQ"
"HNSWGTTE","J35379","1","NS","T0","B0","0120","ZK4CK8Y-04","APHU6.flitered","APHU6","HNSWGTTE"
"FSTKWCJC","J35380","1","NS","T0","B0","0120","ZK4CK8Y-05","APHU6.flitered","APHU6","FSTKWCJC"
"EYRYRYYB","J35381","1","NS","T0","B0","0120","ZK4CK8Y-06","APHU6.flitered","APHU6","EYRYRYYB"
"FECVFYIL","J35382","1","NS","T0","B0","0120","ZJXC41N-04","APHU6.flitered","APHU6","FECVFYIL"
"EGBRUGHS","J35383","1","NS","T0","B0","0120","ZJXC41N-03","APHU6.flitered","APHU6","EGBRUGHS"
"NGPXABCT","J35384","1","NS","T0","B0","0120","ZJTKAE3-01","APHU6.flitered","APHU6","NGPXABCT"
"PUUSXBQW","J35385","1","NS","T0","B0","0120","ZJTKAE3-02","APHU6.flitered","APHU6","PUUSXBQW"
"QDQZBPSD","J35386","1","NS","T0","B0","0120","ZJTKAE3-03","APHU6.flitered","APHU6","QDQZBPSD"
"CALHOVVV","J35387","1","NS","T0","B0","0120","ZJTKAE3-04","APHU6.flitered","APHU6","CALHOVVV"
"DGLSLAUH","J35389","1","NS","T0","B0","0120","ZVNCGHM-6013-AL2","APHU6.flitered","APHU6","DGLSLAUH"
"QSAWDKUW","J43802","1","ST","T0","B0","0120","ZMGT937-06","ANBEN.flitered","ANBEN","QSAWDKUW"
"GBDLDSKT","J43804","1","ST","T0","B0","0120","ZLZNCLZ-06","ANBEN.flitered","ANBEN","GBDLDSKT"
"TNPZDSJL","J43805","1","ST","T0","B0","0120","ZLZNCLZ-08","ANBEN.flitered","ANBEN","TNPZDSJL"
"JSJDFEYT","J43806","1","ST","T0","B0","0120","ZLZNCLZ-10","ANBEN.flitered","ANBEN","JSJDFEYT"
"EVVVRFXD","J43807","1","ST","T0","B0","0120","ZLZNCLZ-1032","ANBEN.flitered","ANBEN","EVVVRFXD"
"DJJMREMJ","J43808","1","ST","T0","B0","0120","ZLZNCLZ-1033","ANBEN.flitered","ANBEN","DJJMREMJ"
"ERPMXLNA","J43809","1","ST","T0","B0","0120","ZLZNCLZ-1035","ANBEN.flitered","ANBEN","ERPMXLNA"
"FWBPNQIP","J43810","1","ST","T0","B0","0120","ZLZNCLZ-1036","ANBEN.flitered","ANBEN","FWBPNQIP"
"EOOTRROO","J43812","1","ST","T0","B0","0120","ZYLJ7R7-01","ANBEN.flitered","ANBEN","EOOTRROO"
"BYLXQRFK","J43813","1","ST","T0","B0","0120","ZYLJ7R7-02","ANBEN.flitered","ANBEN","BYLXQRFK"
"VTELYHYT","J43814","1","ST","T0","B0","0120","ZYLJ7R7-03","ANBEN.flitered","ANBEN","VTELYHYT"
"HTOBQTOW","J43815","1","ST","T0","B0","0120","ZYLJ7R7-06","ANBEN.flitered","ANBEN","HTOBQTOW"
"AHXTBWAJ","J43816","1","ST","T0","B0","0120","ZYLJ7R7-1014","ANBEN.flitered","ANBEN","AHXTBWAJ"
"CCXLRBDJ","J43817","1","ST","T0","B0","0120","ZYLJ7R7-4012","ANBEN.flitered","ANBEN","CCXLRBDJ"
"MULXCKMY","J43818","1","ST","T0","B0","0120","ZYLJ7R7-4013","ANBEN.flitered","ANBEN","MULXCKMY"
"FEHZZHSL","J43819","1","ST","T0","B0","0120","ZYHHR4Z-05","ANBEN.flitered","ANBEN","FEHZZHSL"
"XXCIYHKH","J43820","1","ST","T0","B0","0120","ZYHHR4Z-06","ANBEN.flitered","ANBEN","XXCIYHKH"
"HDISFPBX","J43821","1","ST","T0","B0","0120","ZX52KVK-04","ANBEN.flitered","ANBEN","HDISFPBX"
"IZIJIACW","J43822","1","ST","T0","B0","0120","ZX52KVK-1034","ANBEN.flitered","ANBEN","IZIJIACW"
"NLJUHJCA","J43823","1","ST","T0","B0","0120","ZX52KVK-1021","ANBEN.flitered","ANBEN","NLJUHJCA"
"YCHBJMYJ","J43824","1","ST","T0","B0","0120","ZX52KVK-1022","ANBEN.flitered","ANBEN","YCHBJMYJ"
"ESNKZGVX","J43825","1","ST","T0","B0","0120","ZX52KVK-1032","ANBEN.flitered","ANBEN","ESNKZGVX"
"MFKTDUEE","J43826","1","ST","T0","B0","0120","ZX52KVK-1033","ANBEN.flitered","ANBEN","MFKTDUEE"
"MTRDVRXP","J43827","1","ST","T0","B0","0120","ZVBQY1N-01","ANBEN.flitered","ANBEN","MTRDVRXP"
"ABRHEORH","J43828","1","ST","T0","B0","0120","ZVBQY1N-1014","ANBEN.flitered","ANBEN","ABRHEORH"
